711.753,116.012,0.929652,721.492,206.16,0.729229,633.315,210.133,0.753341,594.103,319.789,0.750766,556.951,400.171,0.861151,811.581,196.411,0.694375,870.303,312.011,0.762177,829.19,415.888,0.799913,709.656,429.529,0.527316,650.91,423.679,0.504577,507.921,472.643,0.757934,715.594,541.262,0.330062,764.569,431.542,0.473867,837.003,525.57,0.704883,756.688,527.525,0.0708093,693.986,96.459,0.848328,733.253,94.5221,0.830085,666.589,104.391,0.831965,762.6,102.387,0.867788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737.144,541.214,0.143496
711.718,116.029,0.92477,721.467,204.275,0.730355,633.328,210.124,0.750824,592.198,319.843,0.747671,556.965,400.123,0.859262,809.676,196.401,0.693032,870.325,313.968,0.754292,825.356,415.92,0.806148,709.662,429.585,0.522615,650.928,423.684,0.487663,507.923,470.691,0.754935,729.283,550.994,0.332525,764.55,433.495,0.46207,836.978,525.547,0.703838,754.747,525.553,0.0562121,693.961,96.4684,0.841171,733.197,94.5727,0.833682,666.557,104.347,0.866549,762.563,102.389,0.853097,0,0,0,0,0,0,0,0,0,790.017,556.883,0.0558352,0,0,0,766.514,556.88,0.154299
711.749,116.004,0.924777,721.48,204.256,0.724715,633.336,210.12,0.741925,594.127,319.779,0.736136,556.996,400.09,0.850564,809.661,196.39,0.689235,870.302,310.088,0.750718,829.232,415.889,0.796231,705.756,429.546,0.518317,648.998,421.69,0.497187,507.857,472.665,0.766688,727.311,550.989,0.385334,760.691,435.416,0.480752,837.005,525.508,0.729799,756.707,523.596,0.0531353,693.959,94.5631,0.836082,733.182,92.609,0.836088,666.549,102.464,0.868235,762.617,100.429,0.896097,0,0,0,0,0,0,0,0,0,780.238,552.983,0.0527127,0,0,0,756.702,554.946,0.177313
711.743,116.022,0.907454,723.423,204.248,0.735366,635.189,210.075,0.737123,594.123,319.778,0.732365,558.822,400.144,0.857482,809.676,196.412,0.695231,870.301,310.069,0.749061,827.299,415.841,0.79048,705.772,429.55,0.517643,649.007,419.78,0.488262,507.86,472.633,0.753242,725.37,550.977,0.355746,760.686,433.501,0.483594,836.987,525.602,0.708873,656.827,539.264,0.0750106,692.088,96.5134,0.838324,733.24,94.5098,0.821632,666.539,102.455,0.84796,762.619,100.485,0.85458,0,0,0,0,0,0,0,0,0,821.391,558.902,0.0827977,0,0,0,750.857,554.925,0.154336
711.742,114.166,0.9078,723.404,204.263,0.733566,635.189,210.073,0.73595,594.14,317.9,0.721663,558.842,400.104,0.84789,809.673,196.419,0.694854,870.308,312.029,0.754224,829.183,415.894,0.796114,707.735,429.554,0.537426,650.887,419.789,0.499575,507.9,472.657,0.759232,715.571,547.12,0.33651,762.587,435.404,0.492849,836.985,525.532,0.716828,756.731,527.493,0.0709519,693.983,94.5091,0.831902,733.212,94.5023,0.833607,666.538,102.44,0.888159,762.564,102.34,0.872912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741.017,550.999,0.170646
711.723,116.015,0.909708,723.403,206.187,0.737011,633.358,210.125,0.73849,592.194,319.812,0.730166,558.815,398.263,0.851744,811.574,196.428,0.696041,870.345,313.943,0.742537,827.289,415.911,0.788056,705.789,431.515,0.515279,648.988,425.601,0.489451,507.902,472.634,0.762874,725.382,549.033,0.343062,762.596,439.333,0.481842,836.99,525.519,0.703305,756.727,523.618,0.0670862,693.955,96.4455,0.835759,733.199,94.5089,0.828169,666.582,104.299,0.847477,762.607,102.287,0.869127,0,0,0,0,0,0,0,0,0,788.079,554.922,0.0552792,0,0,0,746.916,552.949,0.167516
711.733,114.161,0.89739,721.481,206.178,0.726824,633.348,210.141,0.739928,592.204,319.796,0.725635,556.977,398.246,0.845991,809.646,196.417,0.700433,870.321,310.073,0.749654,827.28,415.912,0.793995,707.742,429.591,0.527451,650.883,423.666,0.499113,507.878,474.536,0.766943,717.541,543.224,0.330573,762.624,435.421,0.483771,836.981,525.497,0.6948,758.7,525.494,0.0610991,694.019,92.5586,0.841278,733.243,92.5505,0.825165,666.548,102.37,0.875038,760.742,102.346,0.846301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742.992,547.121,0.166417
711.718,115.99,0.90822,723.376,204.274,0.724561,635.192,210.103,0.732567,592.191,319.857,0.74693,556.942,400.114,0.86445,809.67,196.4,0.694921,870.32,313.939,0.753057,827.252,415.922,0.792765,703.819,431.479,0.519887,648.927,425.598,0.493952,507.892,470.677,0.756561,723.401,549.052,0.357969,760.674,437.37,0.484435,837.015,525.5,0.710684,758.641,525.568,0.0548068,693.987,94.5362,0.837838,733.209,94.536,0.831465,666.54,102.392,0.887923,762.564,102.371,0.850418,0,0,0,0,0,0,0,0,0,788.081,554.922,0.0589202,0,0,0,744.95,552.954,0.187047
711.726,115.988,0.908912,721.467,204.282,0.725201,633.315,210.12,0.746635,592.174,319.867,0.750764,556.931,400.091,0.856693,809.678,196.399,0.696683,870.291,310.029,0.76367,829.218,415.891,0.787481,705.751,429.534,0.53143,648.985,419.784,0.513766,507.901,470.706,0.749459,715.604,547.082,0.377466,760.677,435.411,0.497074,836.996,525.516,0.729506,756.705,525.53,0.0611289,694.009,92.6071,0.840282,733.228,94.5005,0.822853,666.541,102.392,0.879153,762.595,102.333,0.867317,0,0,0,0,0,0,0,0,0,807.66,584.307,0.0675563,0,0,0,741.024,545.164,0.189028
711.732,116.016,0.918306,721.441,204.268,0.721928,633.344,210.118,0.74455,592.189,319.824,0.735396,556.983,400.092,0.841962,809.63,196.382,0.699226,870.29,310.032,0.759336,829.21,415.915,0.772295,703.816,429.574,0.518578,648.983,421.71,0.502916,507.917,470.667,0.751768,729.297,549.073,0.393014,760.642,435.434,0.472147,837.004,523.652,0.728438,752.82,525.532,0.0506679,694.036,92.5712,0.842302,733.222,94.5425,0.830069,666.508,100.492,0.901014,762.575,102.375,0.85202,0,0,0,0,0,0,0,0,0,809.652,576.467,0.115617,0,0,0,758.656,554.933,0.159366
