981.556,356.178,0.849278,975.673,483.604,0.8304,860.012,465.867,0.717704,783.026,596.3,0.767669,759.314,649.699,0.824103,1094.18,501.439,0.742256,1135.75,640.734,0.756716,1120.93,685.214,0.813155,925.222,774.092,0.623391,854.129,762.271,0.557047,821.58,854.129,0.10692,0,0,0,990.51,791.781,0.56343,892.719,889.655,0.371152,0,0,0,957.935,332.5,0.880449,1008.12,341.189,0.909483,913.538,344.283,0.935953,1037.89,364.962,0.877691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981.596,353.263,0.859129,975.649,483.695,0.830555,859.987,468.817,0.701378,780.017,599.123,0.767406,756.381,649.632,0.80952,1094.14,504.293,0.741665,1138.62,646.572,0.755973,1123.79,688.155,0.823,913.49,794.835,0.528563,845.216,777.096,0.46542,791.888,1028.96,0.118993,0,0,0,984.609,809.651,0.466913,913.478,1043.82,0.0849031,0,0,0,957.979,332.449,0.881373,1008.15,341.199,0.927063,916.322,344.251,0.942846,1035.06,365.024,0.887505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981.578,353.243,0.86036,972.738,483.705,0.827019,859.986,468.797,0.70223,780.043,599.124,0.769391,756.331,649.687,0.812845,1091.26,504.307,0.744273,1135.71,637.807,0.741731,1123.95,682.216,0.828897,910.481,800.777,0.494028,842.19,788.912,0.444032,791.837,1029.06,0.127817,0,0,0,981.61,815.589,0.452956,898.616,1049.72,0.0925134,0,0,0,957.973,332.458,0.883427,1008.15,341.22,0.930426,916.335,344.24,0.939783,1037.86,365.01,0.886928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981.597,356.121,0.85359,972.736,486.492,0.822825,859.959,474.688,0.700725,780.036,596.21,0.748026,756.368,649.56,0.798753,1091.26,504.288,0.739038,1135.69,631.91,0.765801,1126.9,679.344,0.803743,913.497,791.828,0.597005,845.293,774.136,0.511875,791.865,1002.35,0.149587,0,0,0,984.586,800.77,0.527125,889.808,889.674,0.21274,0,0,0,957.964,332.442,0.87372,1008.15,341.193,0.92162,916.359,344.194,0.931409,1035.05,365.036,0.889463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981.553,356.118,0.842156,972.668,483.66,0.825088,854.123,465.869,0.70693,783.01,593.269,0.739193,750.503,649.719,0.82734,1091.23,501.436,0.73564,1132.77,628.986,0.787066,1129.81,679.246,0.80822,919.361,785.936,0.583374,851.196,771.079,0.531626,830.415,842.233,0.0546385,0,0,0,990.448,794.918,0.527564,892.691,874.873,0.13442,0,0,0,957.936,332.467,0.872961,1005.43,338.447,0.918254,913.587,344.225,0.939044,1035.06,364.985,0.878657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981.546,356.162,0.843364,975.624,483.67,0.832977,860.003,465.911,0.711281,779.999,593.317,0.749477,750.505,649.512,0.833196,1091.22,501.459,0.736187,1138.73,631.881,0.761439,1126.95,676.285,0.850788,916.425,791.808,0.576228,848.251,774.077,0.511716,791.964,1017.13,0.107341,0,0,0,987.579,800.783,0.510431,895.672,889.694,0.101793,0,0,0,957.928,332.478,0.868511,1005.43,341.185,0.914235,913.574,341.491,0.935518,1035.04,364.975,0.884076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981.531,356.16,0.843006,972.65,483.74,0.835023,854.118,468.862,0.708205,774.206,599.118,0.786649,750.422,649.707,0.851509,1091.24,504.279,0.73477,1141.63,631.808,0.781002,1126.91,676.203,0.834148,925.261,777.055,0.622354,859.959,765.247,0.578536,818.6,865.984,0.0770014,0,0,0,990.517,791.895,0.56806,892.62,880.799,0.223883,0,0,0,957.919,332.496,0.870962,1005.41,338.42,0.909825,913.577,341.467,0.93955,1035.02,364.942,0.877096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981.535,359.1,0.827486,972.655,483.721,0.836848,857.029,468.824,0.705293,777.128,590.367,0.749924,747.496,649.578,0.850943,1091.23,501.434,0.731299,1135.7,625.986,0.800528,1135.67,673.302,0.785527,922.337,777.031,0.611969,854.17,765.225,0.553287,818.596,865.991,0.0548676,0,0,0,990.472,791.814,0.558449,892.702,883.766,0.18869,0,0,0,957.988,332.483,0.864381,1005.37,338.452,0.900932,916.318,344.218,0.935884,1035.02,364.914,0.861299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978.634,359.113,0.814325,972.671,483.713,0.833444,857.092,468.813,0.711943,780.006,590.302,0.756658,747.511,649.588,0.819021,1091.27,504.272,0.737828,1138.7,628.762,0.780368,1138.68,673.178,0.7773,919.351,780.055,0.587493,848.25,768.197,0.523988,794.777,1005.27,0.139379,0,0,0,987.589,791.956,0.555021,892.642,886.689,0.146494,0,0,0,957.763,332.489,0.864589,1005.3,341.224,0.894429,913.547,344.411,0.922226,1035,364.94,0.873204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981.454,362.042,0.84076,972.632,483.669,0.828665,854.112,465.859,0.718856,777.035,593.258,0.754313,747.493,649.523,0.806101,1091.29,504.285,0.740166,1138.65,625.948,0.778565,1138.71,670.293,0.757071,916.422,788.953,0.556737,845.299,774.145,0.481972,794.856,1011.2,0.102005,0,0,0,987.527,797.802,0.511386,889.731,886.678,0.130137,0,0,0,957.873,335.401,0.864402,1005.33,341.327,0.908431,916.341,344.288,0.919892,1035.04,362.086,0.854202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
